Step,Reward,Action,Link_Cost,Decision_Type
3529,-100.00,49,1.00,RL
3530,-100.00,49,1.00,RL
3531,-100.00,49,1.00,RL
3532,-100.00,49,1.00,RL
3533,-100.00,49,1.00,RL
3534,-100.00,49,1.00,RL
3535,-100.00,49,1.00,RL
3536,-100.00,49,1.00,RL
3537,-100.00,49,1.00,RL
3538,-100.00,49,1.00,RL
3539,-100.00,49,1.00,RL
3540,-100.00,49,1.00,RL
3541,-100.00,49,1.00,RL
3542,-100.00,49,1.00,RL
3543,-100.00,49,1.00,RL
3544,-100.00,49,1.00,RL
3545,-100.00,49,1.00,RL
3546,-100.00,49,1.00,RL
3547,-100.00,49,1.00,RL
3548,-100.00,49,1.00,RL
3549,-100.00,49,1.00,RL
3550,-100.00,49,1.00,RL
3551,-100.00,49,1.00,RL
3552,-100.00,49,1.00,RL
3553,-100.00,49,1.00,RL
3554,-100.00,49,1.00,RL
3555,-100.00,49,1.00,RL
3556,-100.00,49,1.00,RL
3557,-100.00,49,1.00,RL
3558,-100.00,49,1.00,RL
3559,-100.00,49,1.00,RL
3560,-100.00,49,1.00,RL
3561,-100.00,49,1.00,RL
3562,-100.00,49,1.00,RL
3563,-100.00,49,1.00,RL
3564,-100.00,49,1.00,RL
3565,-100.00,49,1.00,RL
3566,-100.00,49,1.00,RL
3567,-100.00,49,1.00,RL
3568,-100.00,49,1.00,RL
3569,-100.00,49,1.00,RL
3570,-100.00,49,1.00,RL
3571,-100.00,49,1.00,RL
3572,-100.00,49,1.00,RL
3573,-100.00,49,1.00,RL
3574,-100.00,49,1.00,RL
3575,-100.00,49,1.00,RL
3576,-100.00,49,1.00,RL
3577,-100.00,49,1.00,RL
3578,-100.00,49,1.00,RL
3579,-100.00,49,1.00,RL
3580,-100.00,49,1.00,RL
3581,-100.00,49,1.00,RL
3582,-100.00,49,1.00,RL
3583,-100.00,49,1.00,RL
3584,-100.00,49,1.00,RL
3585,-100.00,49,1.00,RL
3586,-100.00,49,1.00,RL
3587,-100.00,49,1.00,RL
3588,-100.00,49,1.00,RL
3589,-100.00,49,1.00,RL
3590,-100.00,49,1.00,RL
3591,-100.00,49,1.00,RL
3592,-100.00,49,1.00,RL
3593,-100.00,49,1.00,RL
3594,-100.00,49,1.00,RL
3595,-100.00,49,1.00,RL
3596,-100.00,49,1.00,RL
3597,-100.00,49,1.00,RL
3598,-100.00,49,1.00,RL
3599,-100.00,49,1.00,RL
3600,-100.00,49,1.00,RL
3601,-100.00,49,1.00,RL
3602,-100.00,49,1.00,RL
3603,-100.00,49,1.00,RL
3604,-100.00,49,1.00,RL
3605,-100.00,49,1.00,RL
3606,-100.00,49,1.00,RL
3607,-100.00,49,1.00,RL
3608,-100.00,49,1.00,RL
3609,-100.00,49,1.00,RL
3610,-100.00,49,1.00,RL
3611,-100.00,49,1.00,RL
3612,-100.00,49,1.00,RL
3613,-100.00,49,1.00,RL
3614,-100.00,49,1.00,RL
3615,-100.00,49,1.00,RL
3616,-100.00,49,1.00,RL
3617,-100.00,49,1.00,RL
3618,-100.00,49,1.00,RL
3619,-100.00,49,1.00,RL
3620,-100.00,49,1.00,RL
3621,-100.00,49,1.00,RL
3622,-100.00,49,1.00,RL
3623,-100.00,49,1.00,RL
3624,-100.00,49,1.00,RL
3625,-100.00,49,1.00,RL
3626,-100.00,49,1.00,RL
3627,-100.00,49,1.00,RL
3628,-100.00,49,1.00,RL
3629,-100.00,49,1.00,RL
3630,-100.00,49,1.00,RL
3631,-100.00,49,1.00,RL
3632,-100.00,49,1.00,RL
3633,-100.00,49,1.00,RL
3634,-100.00,49,1.00,RL
3635,-100.00,49,1.00,RL
3636,-100.00,49,1.00,RL
3637,-100.00,49,1.00,RL
3638,-100.00,49,1.00,RL
3639,-100.00,49,1.00,RL
3640,-100.00,49,1.00,RL
3641,-100.00,49,1.00,RL
3642,-100.00,49,1.00,RL
3643,-100.00,49,1.00,RL
3644,-100.00,49,1.00,RL
3645,-100.00,49,1.00,RL
3646,-100.00,49,1.00,RL
3647,-100.00,49,1.00,RL
3648,-100.00,49,1.00,RL
3649,-100.00,49,1.00,RL
3650,-100.00,49,1.00,RL
3651,-100.00,49,1.00,RL
3652,-100.00,49,1.00,RL
3653,-100.00,49,1.00,RL
3654,-100.00,49,1.00,RL
3655,-100.00,49,1.00,RL
3656,-100.00,49,1.00,RL
3657,-100.00,49,1.00,RL
3658,-100.00,49,1.00,RL
3659,-100.00,49,1.00,RL
3660,-100.00,49,1.00,RL
3661,-100.00,49,1.00,RL
3662,-100.00,49,1.00,RL
3663,-100.00,49,1.00,RL
3664,-100.00,49,1.00,RL
3665,-100.00,49,1.00,RL
3666,-100.00,49,1.00,RL
3667,-100.00,49,1.00,RL
3668,-100.00,49,1.00,RL
3669,-100.00,49,1.00,RL
3670,-100.00,49,1.00,RL
3671,-100.00,49,1.00,RL
3672,-100.00,49,1.00,RL
3673,-100.00,49,1.00,RL
3674,-100.00,49,1.00,RL
3675,-100.00,49,1.00,RL
3676,-100.00,49,1.00,RL
3677,-100.00,49,1.00,RL
3678,-100.00,49,1.00,RL
3679,-100.00,49,1.00,RL
3680,-100.00,49,1.00,RL
3681,-100.00,49,1.00,RL
3682,-100.00,49,1.00,RL
3683,-100.00,49,1.00,RL
3684,-100.00,49,1.00,RL
3685,-100.00,49,1.00,RL
3686,-100.00,49,1.00,RL
3687,-100.00,49,1.00,RL
3688,-100.00,49,1.00,RL
3689,-100.00,49,1.00,RL
3690,-100.00,49,1.00,RL
3691,-100.00,49,1.00,RL
3692,-100.00,49,1.00,RL
3693,-100.00,49,1.00,RL
3694,-100.00,49,1.00,RL
3695,-100.00,49,1.00,RL
3696,-100.00,49,1.00,RL
3697,-100.00,49,1.00,RL
3698,-100.00,49,1.00,RL
3699,-100.00,49,1.00,RL
3700,-100.00,49,1.00,RL
3701,-100.00,49,1.00,RL
3702,-100.00,49,1.00,RL
3703,-100.00,49,1.00,RL
3704,-100.00,49,1.00,RL
3705,-100.00,49,1.00,RL
3706,-100.00,49,1.00,RL
3707,-100.00,49,1.00,RL
3708,-100.00,49,1.00,RL
3709,-100.00,49,1.00,RL
3710,-100.00,49,1.00,RL
3711,-100.00,49,1.00,RL
3712,-100.00,49,1.00,RL
3713,-100.00,49,1.00,RL
3714,-100.00,49,1.00,RL
3715,-100.00,49,1.00,RL
3716,-100.00,49,1.00,RL
3717,-100.00,49,1.00,RL
3718,-100.00,49,1.00,RL
3719,-100.00,49,1.00,RL
3720,-100.00,49,1.00,RL
3721,-100.00,49,1.00,RL
3722,-100.00,49,1.00,RL
3723,-100.00,49,1.00,RL
3724,-100.00,49,1.00,RL
3725,-100.00,49,1.00,RL
3726,-100.00,49,1.00,RL
3727,-100.00,49,1.00,RL
3728,-100.00,49,1.00,RL
3729,-100.00,49,1.00,RL
3730,-100.00,49,1.00,RL
3731,-100.00,49,1.00,RL
3732,-100.00,49,1.00,RL
3733,-100.00,49,1.00,RL
3734,-100.00,49,1.00,RL
3735,-100.00,49,1.00,RL
3736,-100.00,49,1.00,RL
3737,-100.00,49,1.00,RL
3738,-100.00,49,1.00,RL
3739,-100.00,49,1.00,RL
3740,-100.00,49,1.00,RL
3741,-100.00,49,1.00,RL
3742,-100.00,49,1.00,RL
3743,-100.00,49,1.00,RL
3744,-100.00,49,1.00,RL
3745,-100.00,49,1.00,RL
3746,-100.00,49,1.00,RL
3747,-100.00,49,1.00,RL
3748,-100.00,49,1.00,RL
3749,-100.00,49,1.00,RL
3750,-100.00,49,1.00,RL
3751,-100.00,49,1.00,RL
3752,-100.00,49,1.00,RL
3753,-100.00,49,1.00,RL
3754,-100.00,49,1.00,RL
3755,-100.00,49,1.00,RL
3756,-100.00,49,1.00,RL
3757,-100.00,49,1.00,RL
3758,-100.00,49,1.00,RL
3759,-100.00,49,1.00,RL
3760,-100.00,49,1.00,RL
3761,-100.00,49,1.00,RL
3762,-100.00,49,1.00,RL
3763,-100.00,49,1.00,RL
3764,-100.00,49,1.00,RL
3765,-100.00,49,1.00,RL
3766,-100.00,49,1.00,RL
3767,-100.00,49,1.00,RL
3768,-100.00,49,1.00,RL
3769,-100.00,49,1.00,RL
3770,-100.00,49,1.00,RL
3771,-100.00,49,1.00,RL
3772,-100.00,49,1.00,RL
3773,-100.00,49,1.00,RL
3774,-100.00,49,1.00,RL
3775,-100.00,49,1.00,RL
3776,-100.00,49,1.00,RL
3777,-100.00,49,1.00,RL
3778,-100.00,49,1.00,RL
3779,-100.00,49,1.00,RL
3780,-100.00,49,1.00,RL
3781,-100.00,49,1.00,RL
3782,-100.00,49,1.00,RL
3783,-100.00,49,1.00,RL
3784,-100.00,49,1.00,RL
3785,-100.00,49,1.00,RL
3786,-100.00,49,1.00,RL
3787,-100.00,49,1.00,RL
3788,-100.00,49,1.00,RL
3789,-100.00,49,1.00,RL
3790,-100.00,49,1.00,RL
3791,-100.00,49,1.00,RL
3792,-100.00,49,1.00,RL
3793,-100.00,49,1.00,RL
3794,-100.00,49,1.00,RL
3795,-100.00,49,1.00,RL
3796,-100.00,49,1.00,RL
3797,-100.00,49,1.00,RL
3798,-100.00,49,1.00,RL
3799,-100.00,49,1.00,RL
3800,-100.00,49,1.00,RL
3801,-100.00,49,1.00,RL
3802,-100.00,49,1.00,RL
3803,-100.00,49,1.00,RL
3804,-100.00,49,1.00,RL
3805,-100.00,49,1.00,RL
3806,-100.00,49,1.00,RL
3807,-100.00,49,1.00,RL
3808,-100.00,49,1.00,RL
3809,-100.00,49,1.00,RL
3810,-100.00,49,1.00,RL
3811,-100.00,49,1.00,RL
3812,-100.00,49,1.00,RL
3813,-100.00,49,1.00,RL
3814,-100.00,49,1.00,RL
3815,-100.00,49,1.00,RL
3816,-100.00,49,1.00,RL
3817,-100.00,49,1.00,RL
3818,-100.00,49,1.00,RL
3819,-100.00,49,1.00,RL
3820,-100.00,49,1.00,RL
3821,-100.00,49,1.00,RL
3822,-100.00,49,1.00,RL
3823,-100.00,49,1.00,RL
3824,-100.00,49,1.00,RL
3825,-100.00,49,1.00,RL
3826,-100.00,49,1.00,RL
3827,-100.00,49,1.00,RL
3828,-100.00,49,1.00,RL
3829,-100.00,49,1.00,RL
3830,-100.00,49,1.00,RL
3831,-100.00,49,1.00,RL
3832,-100.00,49,1.00,RL
3833,-100.00,49,1.00,RL
3834,-100.00,49,1.00,RL
3835,-100.00,49,1.00,RL
3836,-100.00,49,1.00,RL
3837,-100.00,49,1.00,RL
3838,-100.00,49,1.00,RL
3839,-100.00,49,1.00,RL
3840,-100.00,49,1.00,RL
3841,-100.00,49,1.00,RL
3842,-100.00,49,1.00,RL
3843,-100.00,49,1.00,RL
3844,-100.00,49,1.00,RL
3845,-100.00,49,1.00,RL
3846,-100.00,49,1.00,RL
3847,-100.00,49,1.00,RL
3848,-100.00,49,1.00,RL
3849,-100.00,49,1.00,RL
3850,-100.00,49,1.00,RL
3851,-100.00,49,1.00,RL
3852,-100.00,49,1.00,RL
3853,-100.00,49,1.00,RL
3854,-100.00,49,1.00,RL
3855,-100.00,49,1.00,RL
3856,-100.00,49,1.00,RL
3857,-100.00,49,1.00,RL
3858,-100.00,49,1.00,RL
3859,-100.00,49,1.00,RL
3860,-100.00,49,1.00,RL
3861,-100.00,49,1.00,RL
3862,-100.00,49,1.00,RL
3863,-100.00,49,1.00,RL
3864,-100.00,49,1.00,RL
3865,-100.00,49,1.00,RL
3866,-100.00,49,1.00,RL
3867,-100.00,49,1.00,RL
3868,-100.00,49,1.00,RL
3869,-100.00,49,1.00,RL
3870,-100.00,49,1.00,RL
3871,-100.00,49,1.00,RL
3872,-100.00,49,1.00,RL
3873,-100.00,49,1.00,RL
3874,-100.00,49,1.00,RL
3875,-100.00,49,1.00,RL
3876,-100.00,49,1.00,RL
3877,-100.00,49,1.00,RL
3878,-100.00,49,1.00,RL
3879,-100.00,49,1.00,RL
3880,-100.00,49,1.00,RL
3881,-100.00,49,1.00,RL
3882,-100.00,49,1.00,RL
3883,-100.00,49,1.00,RL
3884,-100.00,49,1.00,RL
3885,-100.00,49,1.00,RL
3886,-100.00,49,1.00,RL
3887,-100.00,49,1.00,RL
3888,-100.00,49,1.00,RL
3889,-100.00,49,1.00,RL
3890,-100.00,49,1.00,RL
3891,-100.00,49,1.00,RL
3892,-100.00,49,1.00,RL
3893,-100.00,49,1.00,RL
3894,-100.00,49,1.00,RL
3895,-100.00,49,1.00,RL
3896,-100.00,49,1.00,RL
3897,-100.00,49,1.00,RL
3898,-100.00,49,1.00,RL
3899,-100.00,49,1.00,RL
3900,-100.00,49,1.00,RL
3901,-100.00,49,1.00,RL
3902,-100.00,49,1.00,RL
3903,-100.00,49,1.00,RL
3904,-100.00,49,1.00,RL
3905,-100.00,49,1.00,RL
3906,-100.00,49,1.00,RL
3907,-100.00,49,1.00,RL
3908,-100.00,49,1.00,RL
3909,-100.00,49,1.00,RL
3910,-100.00,49,1.00,RL
3911,-100.00,49,1.00,RL
3912,-100.00,49,1.00,RL
3913,-100.00,49,1.00,RL
3914,-100.00,49,1.00,RL
3915,-100.00,49,1.00,RL
3916,-100.00,49,1.00,RL
3917,-100.00,49,1.00,RL
3918,-100.00,49,1.00,RL
3919,-100.00,49,1.00,RL
3920,-100.00,49,1.00,RL
3921,-100.00,49,1.00,RL
3922,-100.00,49,1.00,RL
3923,-100.00,49,1.00,RL
3924,-100.00,49,1.00,RL
3925,-100.00,49,1.00,RL
3926,-100.00,49,1.00,RL
3927,-100.00,49,1.00,RL
3928,-100.00,49,1.00,RL
3929,-100.00,49,1.00,RL
3930,-100.00,49,1.00,RL
3931,-100.00,49,1.00,RL
3932,-100.00,49,1.00,RL
3933,-100.00,49,1.00,RL
3934,-100.00,49,1.00,RL
3935,-100.00,49,1.00,RL
3936,-100.00,49,1.00,RL
3937,-100.00,49,1.00,RL
3938,-100.00,49,1.00,RL
3939,-100.00,49,1.00,RL
3940,-100.00,49,1.00,RL
3941,-100.00,49,1.00,RL
3942,-100.00,49,1.00,RL
3943,-100.00,49,1.00,RL
3944,-100.00,49,1.00,RL
3945,-100.00,49,1.00,RL
3946,-100.00,49,1.00,RL
3947,-100.00,49,1.00,RL
3948,-100.00,49,1.00,RL
3949,-100.00,49,1.00,RL
3950,-100.00,49,1.00,RL
3951,-100.00,49,1.00,RL
3952,-100.00,49,1.00,RL
3953,-100.00,49,1.00,RL
3954,-100.00,49,1.00,RL
3955,-100.00,49,1.00,RL
3956,-100.00,49,1.00,RL
3957,-100.00,49,1.00,RL
3958,-100.00,49,1.00,RL
3959,-100.00,49,1.00,RL
3960,-100.00,49,1.00,RL
3961,-100.00,49,1.00,RL
3962,-100.00,49,1.00,RL
3963,-100.00,49,1.00,RL
3964,-100.00,49,1.00,RL
3965,-100.00,49,1.00,RL
3966,-100.00,49,1.00,RL
3967,-100.00,49,1.00,RL
3968,-100.00,49,1.00,RL
3969,-100.00,49,1.00,RL
3970,-100.00,49,1.00,RL
3971,-100.00,49,1.00,RL
3972,-100.00,49,1.00,RL
3973,-100.00,49,1.00,RL
3974,-100.00,49,1.00,RL
3975,-100.00,49,1.00,RL
3976,-100.00,49,1.00,RL
3977,-100.00,49,1.00,RL
3978,-100.00,49,1.00,RL
3979,-100.00,49,1.00,RL
3980,-100.00,49,1.00,RL
3981,-100.00,49,1.00,RL
3982,-100.00,49,1.00,RL
3983,-100.00,49,1.00,RL
3984,-100.00,49,1.00,RL
3985,-100.00,49,1.00,RL
3986,-100.00,49,1.00,RL
3987,-100.00,49,1.00,RL
3988,-100.00,49,1.00,RL
3989,-100.00,49,1.00,RL
3990,-100.00,49,1.00,RL
3991,-100.00,49,1.00,RL
3992,-100.00,49,1.00,RL
3993,-100.00,49,1.00,RL
3994,-100.00,49,1.00,RL
3995,-100.00,49,1.00,RL
3996,-100.00,49,1.00,RL
3997,-100.00,49,1.00,RL
3998,-100.00,49,1.00,RL
3999,-100.00,49,1.00,RL
4000,-100.00,49,1.00,RL
4001,-100.00,49,1.00,RL
4002,-100.00,49,1.00,RL
4003,-100.00,49,1.00,RL
4004,-100.00,49,1.00,RL
4005,-100.00,49,1.00,RL
4006,-100.00,49,1.00,RL
4007,-100.00,49,1.00,RL
4008,-100.00,49,1.00,RL
4009,-100.00,49,1.00,RL
4010,-100.00,49,1.00,RL
4011,-100.00,49,1.00,RL
4012,-100.00,49,1.00,RL
4013,-100.00,49,1.00,RL
4014,-100.00,49,1.00,RL
4015,-100.00,49,1.00,RL
4016,-100.00,49,1.00,RL
4017,-100.00,49,1.00,RL
4018,-100.00,49,1.00,RL
4019,-100.00,49,1.00,RL
4020,-100.00,49,1.00,RL
4021,-100.00,49,1.00,RL
4022,-100.00,49,1.00,RL
4023,-100.00,49,1.00,RL
4024,-100.00,49,1.00,RL
4025,-100.00,49,1.00,RL
4026,-100.00,49,1.00,RL
4027,-100.00,49,1.00,RL
4028,-100.00,49,1.00,RL
4029,-100.00,49,1.00,RL
4030,-100.00,49,1.00,RL
4031,-100.00,49,1.00,RL
4032,-100.00,49,1.00,RL
4033,-100.00,49,1.00,RL
4034,-100.00,49,1.00,RL
4035,-100.00,49,1.00,RL
4036,-100.00,49,1.00,RL
4037,-100.00,49,1.00,RL
4038,-100.00,49,1.00,RL
4039,-100.00,49,1.00,RL
4040,-100.00,49,1.00,RL
4041,-100.00,49,1.00,RL
4042,-100.00,49,1.00,RL
4043,-100.00,49,1.00,RL
4044,-100.00,49,1.00,RL
4045,-100.00,49,1.00,RL
4046,-100.00,49,1.00,RL
4047,-100.00,49,1.00,RL
4048,-100.00,49,1.00,RL
4049,-100.00,49,1.00,RL
4050,-100.00,49,1.00,RL
4051,-100.00,49,1.00,RL
4052,-100.00,49,1.00,RL
4053,-100.00,49,1.00,RL
4054,-100.00,49,1.00,RL
4055,-100.00,49,1.00,RL
4056,-100.00,49,1.00,RL
4057,-100.00,49,1.00,RL
4058,-100.00,49,1.00,RL
4059,-100.00,49,1.00,RL
4060,-100.00,49,1.00,RL
4061,-100.00,49,1.00,RL
4062,-100.00,49,1.00,RL
4063,-100.00,49,1.00,RL
4064,-100.00,49,1.00,RL
4065,-100.00,49,1.00,RL
4066,-100.00,49,1.00,RL
4067,-100.00,49,1.00,RL
4068,-100.00,49,1.00,RL
4069,-100.00,49,1.00,RL
4070,-100.00,49,1.00,RL
4071,-100.00,49,1.00,RL
4072,-100.00,49,1.00,RL
4073,-100.00,49,1.00,RL
4074,-100.00,49,1.00,RL
4075,-100.00,49,1.00,RL
4076,-100.00,49,1.00,RL
4077,-100.00,49,1.00,RL
4078,-100.00,49,1.00,RL
4079,-100.00,49,1.00,RL
4080,-100.00,49,1.00,RL
4081,-100.00,49,1.00,RL
4082,-100.00,49,1.00,RL
4083,-100.00,49,1.00,RL
4084,-100.00,49,1.00,RL
4085,-100.00,49,1.00,RL
4086,-100.00,49,1.00,RL
4087,-100.00,49,1.00,RL
4088,-100.00,49,1.00,RL
4089,-100.00,49,1.00,RL
4090,-100.00,49,1.00,RL
4091,-100.00,49,1.00,RL
4092,-100.00,49,1.00,RL
4093,-100.00,49,1.00,RL
4094,-100.00,49,1.00,RL
4095,-100.00,49,1.00,RL
4096,-100.00,49,1.00,RL
4097,-100.00,49,1.00,RL
4098,-100.00,49,1.00,RL
4099,-100.00,49,1.00,RL
4100,-100.00,49,1.00,RL
4101,-100.00,49,1.00,RL
4102,-100.00,49,1.00,RL
4103,-100.00,49,1.00,RL
4104,-100.00,49,1.00,RL
4105,-100.00,49,1.00,RL
4106,-100.00,49,1.00,RL
4107,-100.00,49,1.00,RL
4108,-100.00,49,1.00,RL
4109,-100.00,49,1.00,RL
4110,-100.00,49,1.00,RL
4111,-100.00,49,1.00,RL
4112,-100.00,49,1.00,RL
4113,-100.00,49,1.00,RL
4114,-100.00,49,1.00,RL
4115,-100.00,49,1.00,RL
4116,-100.00,49,1.00,RL
4117,-100.00,49,1.00,RL
4118,-100.00,49,1.00,RL
4119,-100.00,49,1.00,RL
4120,-100.00,49,1.00,RL
4121,-100.00,49,1.00,RL
4122,-100.00,49,1.00,RL
4123,-100.00,49,1.00,RL
4124,-100.00,49,1.00,RL
4125,-100.00,49,1.00,RL
4126,-100.00,49,1.00,RL
4127,-100.00,49,1.00,RL
4128,-100.00,49,1.00,RL
4129,-100.00,49,1.00,RL
4130,-100.00,49,1.00,RL
4131,-100.00,49,1.00,RL
4132,-100.00,49,1.00,RL
4133,-100.00,49,1.00,RL
4134,-100.00,49,1.00,RL
4135,-100.00,49,1.00,RL
4136,-100.00,49,1.00,RL
4137,-100.00,49,1.00,RL
4138,-100.00,49,1.00,RL
4139,-100.00,49,1.00,RL
4140,-100.00,49,1.00,RL
4141,-100.00,49,1.00,RL
4142,-100.00,49,1.00,RL
4143,-100.00,49,1.00,RL
4144,-100.00,49,1.00,RL
4145,-100.00,49,1.00,RL
4146,-100.00,49,1.00,RL
4147,-100.00,49,1.00,RL
4148,-100.00,49,1.00,RL
4149,-100.00,49,1.00,RL
4150,-100.00,49,1.00,RL
4151,-100.00,49,1.00,RL
4152,-100.00,49,1.00,RL
4153,-100.00,49,1.00,RL
4154,-100.00,49,1.00,RL
4155,-100.00,49,1.00,RL
4156,-100.00,49,1.00,RL
4157,-100.00,49,1.00,RL
4158,-100.00,49,1.00,RL
4159,-100.00,49,1.00,RL
4160,-100.00,49,1.00,RL
4161,-100.00,49,1.00,RL
4162,-100.00,49,1.00,RL
4163,-100.00,49,1.00,RL
4164,-100.00,49,1.00,RL
4165,-100.00,49,1.00,RL
4166,-100.00,49,1.00,RL
4167,-100.00,49,1.00,RL
4168,-100.00,49,1.00,RL
4169,-100.00,49,1.00,RL
4170,-100.00,49,1.00,RL
4171,-100.00,49,1.00,RL
4172,-100.00,49,1.00,RL
4173,-100.00,49,1.00,RL
4174,-100.00,49,1.00,RL
4175,-100.00,49,1.00,RL
4176,-100.00,49,1.00,RL
4177,-100.00,49,1.00,RL
4178,-100.00,49,1.00,RL
4179,-100.00,49,1.00,RL
4180,-100.00,49,1.00,RL
4181,-100.00,49,1.00,RL
4182,-100.00,49,1.00,RL
4183,-100.00,49,1.00,RL
4184,-100.00,49,1.00,RL
4185,-100.00,49,1.00,RL
4186,-100.00,49,1.00,RL
4187,-100.00,49,1.00,RL
4188,-100.00,49,1.00,RL
4189,-100.00,49,1.00,RL
4190,-100.00,49,1.00,RL
4191,-100.00,49,1.00,RL
4192,-100.00,49,1.00,RL
4193,-100.00,49,1.00,RL
4194,-100.00,49,1.00,RL
4195,-100.00,49,1.00,RL
4196,-100.00,49,1.00,RL
4197,-100.00,49,1.00,RL
4198,-100.00,49,1.00,RL
4199,-100.00,49,1.00,RL
4200,-100.00,49,1.00,RL
4201,-100.00,49,1.00,RL
4202,-100.00,49,1.00,RL
4203,-100.00,49,1.00,RL
4204,-100.00,49,1.00,RL
4205,-100.00,49,1.00,RL
4206,-100.00,49,1.00,RL
4207,-100.00,49,1.00,RL
4208,-100.00,49,1.00,RL
4209,-100.00,49,1.00,RL
4210,-100.00,49,1.00,RL
4211,-100.00,49,1.00,RL
4212,-100.00,49,1.00,RL
4213,-100.00,49,1.00,RL
4214,-100.00,49,1.00,RL
4215,-100.00,49,1.00,RL
4216,-100.00,49,1.00,RL
4217,-100.00,49,1.00,RL
4218,-100.00,49,1.00,RL
4219,-100.00,49,1.00,RL
4220,-100.00,49,1.00,RL
4221,-100.00,49,1.00,RL
4222,-100.00,49,1.00,RL
4223,-100.00,49,1.00,RL
4224,-100.00,49,1.00,RL
4225,-100.00,49,1.00,RL
4226,-100.00,49,1.00,RL
4227,-100.00,49,1.00,RL
4228,-100.00,49,1.00,RL
4229,-100.00,49,1.00,RL
4230,-100.00,49,1.00,RL
4231,-100.00,49,1.00,RL
4232,-100.00,49,1.00,RL
4233,-100.00,49,1.00,RL
4234,-100.00,49,1.00,RL
4235,-100.00,49,1.00,RL
4236,-100.00,49,1.00,RL
4237,-100.00,49,1.00,RL
4238,-100.00,49,1.00,RL
4239,-100.00,49,1.00,RL
4240,-100.00,49,1.00,RL
4241,-100.00,49,1.00,RL
4242,-100.00,49,1.00,RL
4243,-100.00,49,1.00,RL
4244,-100.00,49,1.00,RL
4245,-100.00,49,1.00,RL
4246,-100.00,49,1.00,RL
4247,-100.00,49,1.00,RL
4248,-100.00,49,1.00,RL
4249,-100.00,49,1.00,RL
4250,-100.00,49,1.00,RL
4251,-100.00,49,1.00,RL
4252,-100.00,49,1.00,RL
4253,-100.00,49,1.00,RL
4254,-100.00,49,1.00,RL
4255,-100.00,49,1.00,RL
4256,-100.00,49,1.00,RL
4257,-100.00,49,1.00,RL
4258,-100.00,49,1.00,RL
4259,-100.00,49,1.00,RL
4260,-100.00,49,1.00,RL
4261,-100.00,49,1.00,RL
4262,-100.00,49,1.00,RL
4263,-100.00,49,1.00,RL
4264,-100.00,49,1.00,RL
4265,-100.00,49,1.00,RL
4266,-100.00,49,1.00,RL
4267,-100.00,49,1.00,RL
4268,-100.00,49,1.00,RL
4269,-100.00,49,1.00,RL
4270,-100.00,49,1.00,RL
4271,-100.00,49,1.00,RL
4272,-100.00,49,1.00,RL
4273,-100.00,49,1.00,RL
4274,-100.00,49,1.00,RL
4275,-100.00,49,1.00,RL
4276,-100.00,49,1.00,RL
4277,-100.00,49,1.00,RL
4278,-100.00,49,1.00,RL
4279,-100.00,49,1.00,RL
4280,-100.00,49,1.00,RL
4281,-100.00,49,1.00,RL
4282,-100.00,49,1.00,RL
4283,-100.00,49,1.00,RL
4284,-100.00,49,1.00,RL
4285,-100.00,49,1.00,RL
4286,-100.00,49,1.00,RL
4287,-100.00,49,1.00,RL
4288,-100.00,49,1.00,RL
4289,-100.00,49,1.00,RL
4290,-100.00,49,1.00,RL
4291,-100.00,49,1.00,RL
4292,-100.00,49,1.00,RL
4293,-100.00,49,1.00,RL
4294,-100.00,49,1.00,RL
4295,-100.00,49,1.00,RL
4296,-100.00,49,1.00,RL
4297,-100.00,49,1.00,RL
4298,-100.00,49,1.00,RL
4299,-100.00,49,1.00,RL
4300,-100.00,49,1.00,RL
4301,-100.00,49,1.00,RL
4302,-100.00,49,1.00,RL
4303,-100.00,49,1.00,RL
4304,-100.00,49,1.00,RL
4305,-100.00,49,1.00,RL
4306,-100.00,49,1.00,RL
4307,-100.00,49,1.00,RL
4308,-100.00,49,1.00,RL
4309,-100.00,49,1.00,RL
4310,-100.00,49,1.00,RL
4311,-100.00,49,1.00,RL
4312,-100.00,49,1.00,RL
4313,-100.00,49,1.00,RL
4314,-100.00,49,1.00,RL
4315,-100.00,49,1.00,RL
4316,-100.00,49,1.00,RL
4317,-100.00,49,1.00,RL
4318,-100.00,49,1.00,RL
4319,-100.00,49,1.00,RL
4320,-100.00,49,1.00,RL
4321,-100.00,49,1.00,RL
4322,-100.00,49,1.00,RL
4323,-100.00,49,1.00,RL
4324,-100.00,49,1.00,RL
4325,-100.00,49,1.00,RL
4326,-100.00,49,1.00,RL
4327,-100.00,49,1.00,RL
4328,-100.00,49,1.00,RL
4329,-100.00,49,1.00,RL
4330,-100.00,49,1.00,RL
4331,-100.00,49,1.00,RL
4332,-100.00,49,1.00,RL
4333,-100.00,49,1.00,RL
4334,-100.00,49,1.00,RL
4335,-100.00,49,1.00,RL
4336,-100.00,49,1.00,RL
4337,-100.00,49,1.00,RL
4338,-100.00,49,1.00,RL
4339,-100.00,49,1.00,RL
4340,-100.00,49,1.00,RL
4341,-100.00,49,1.00,RL
4342,-100.00,49,1.00,RL
4343,-100.00,49,1.00,RL
4344,-100.00,49,1.00,RL
4345,-100.00,49,1.00,RL
4346,-100.00,49,1.00,RL
4347,-100.00,49,1.00,RL
4348,-100.00,49,1.00,RL
4349,-100.00,49,1.00,RL
4350,-100.00,49,1.00,RL
