Step,Reward,Action,Link_Cost,Decision_Type
7424,-100.00,49,1.00,RL
7425,-100.00,49,1.00,RL
7426,-100.00,49,1.00,RL
7427,-100.00,49,1.00,RL
7428,-100.00,49,1.00,RL
7429,-100.00,49,1.00,RL
7430,-100.00,49,1.00,RL
7431,-100.00,49,1.00,RL
7432,-100.00,49,1.00,RL
7433,-100.00,49,1.00,RL
7434,-100.00,49,1.00,RL
7435,-100.00,49,1.00,RL
7436,-100.00,49,1.00,RL
7437,-100.00,49,1.00,RL
7438,-100.00,49,1.00,RL
7439,-100.00,49,1.00,RL
7440,-100.00,49,1.00,RL
7441,-100.00,49,1.00,RL
7442,-100.00,49,1.00,RL
7443,-100.00,49,1.00,RL
7444,-100.00,49,1.00,RL
7445,-100.00,49,1.00,RL
7446,-100.00,49,1.00,RL
7447,-100.00,49,1.00,RL
7448,-100.00,49,1.00,RL
7449,-100.00,49,1.00,RL
7450,-100.00,49,1.00,RL
7451,-100.00,49,1.00,RL
7452,-100.00,49,1.00,RL
7453,-100.00,49,1.00,RL
7454,-100.00,49,1.00,RL
7455,-100.00,49,1.00,RL
7456,-100.00,49,1.00,RL
7457,-100.00,49,1.00,RL
7458,-100.00,49,1.00,RL
7459,-100.00,49,1.00,RL
7460,-100.00,49,1.00,RL
7461,-100.00,49,1.00,RL
7462,-100.00,49,1.00,RL
7463,-100.00,49,1.00,RL
7464,-100.00,49,1.00,RL
7465,-100.00,49,1.00,RL
7466,-100.00,49,1.00,RL
7467,-100.00,49,1.00,RL
7468,-100.00,49,1.00,RL
7469,-100.00,49,1.00,RL
7470,-100.00,49,1.00,RL
7471,-100.00,49,1.00,RL
7472,-100.00,49,1.00,RL
7473,-100.00,49,1.00,RL
7474,-100.00,49,1.00,RL
7475,-100.00,49,1.00,RL
7476,-100.00,49,1.00,RL
7477,-100.00,49,1.00,RL
7478,-100.00,49,1.00,RL
7479,-100.00,49,1.00,RL
7480,-100.00,49,1.00,RL
7481,-100.00,49,1.00,RL
7482,-100.00,49,1.00,RL
7483,-100.00,49,1.00,RL
7484,-100.00,49,1.00,RL
7485,-100.00,49,1.00,RL
7486,-100.00,49,1.00,RL
7487,-100.00,49,1.00,RL
7488,-100.00,49,1.00,RL
7489,-100.00,49,1.00,RL
7490,-100.00,49,1.00,RL
7491,-100.00,49,1.00,RL
7492,-100.00,49,1.00,RL
7493,-100.00,49,1.00,RL
7494,-100.00,49,1.00,RL
7495,-100.00,49,1.00,RL
7496,-100.00,49,1.00,RL
7497,-100.00,49,1.00,RL
7498,-100.00,49,1.00,RL
7499,-100.00,49,1.00,RL
7500,-100.00,49,1.00,RL
7501,-100.00,49,1.00,RL
7502,-100.00,49,1.00,RL
7503,-100.00,49,1.00,RL
7504,-100.00,49,1.00,RL
7505,-100.00,49,1.00,RL
7506,-100.00,49,1.00,RL
7507,-100.00,49,1.00,RL
7508,-100.00,49,1.00,RL
7509,-100.00,49,1.00,RL
7510,-100.00,49,1.00,RL
7511,-100.00,49,1.00,RL
7512,-100.00,49,1.00,RL
7513,-100.00,49,1.00,RL
7514,-100.00,49,1.00,RL
7515,-100.00,49,1.00,RL
7516,-100.00,49,1.00,RL
7517,-100.00,49,1.00,RL
7518,-100.00,49,1.00,RL
7519,-100.00,49,1.00,RL
7520,-100.00,49,1.00,RL
7521,-100.00,49,1.00,RL
7522,-100.00,49,1.00,RL
7523,-100.00,49,1.00,RL
7524,-100.00,49,1.00,RL
7525,-100.00,49,1.00,RL
7526,-100.00,49,1.00,RL
7527,-100.00,49,1.00,RL
7528,-100.00,49,1.00,RL
7529,-100.00,49,1.00,RL
7530,-100.00,49,1.00,RL
7531,-100.00,49,1.00,RL
7532,-100.00,49,1.00,RL
7533,-100.00,49,1.00,RL
7534,-100.00,49,1.00,RL
7535,-100.00,49,1.00,RL
7536,-100.00,49,1.00,RL
7537,-100.00,49,1.00,RL
7538,-100.00,49,1.00,RL
7539,-100.00,49,1.00,RL
7540,-100.00,49,1.00,RL
7541,-100.00,49,1.00,RL
7542,-100.00,49,1.00,RL
7543,-100.00,49,1.00,RL
7544,-100.00,49,1.00,RL
7545,-100.00,49,1.00,RL
7546,-100.00,49,1.00,RL
7547,-100.00,49,1.00,RL
7548,-100.00,49,1.00,RL
7549,-100.00,49,1.00,RL
7550,-100.00,49,1.00,RL
7551,-100.00,49,1.00,RL
7552,-100.00,49,1.00,RL
7553,-100.00,49,1.00,RL
7554,-100.00,49,1.00,RL
7555,-100.00,49,1.00,RL
7556,-100.00,49,1.00,RL
7557,-100.00,49,1.00,RL
7558,-100.00,49,1.00,RL
7559,-100.00,49,1.00,RL
7560,-100.00,49,1.00,RL
7561,-100.00,49,1.00,RL
7562,-100.00,49,1.00,RL
7563,-100.00,49,1.00,RL
7564,-100.00,49,1.00,RL
7565,-100.00,49,1.00,RL
7566,-100.00,49,1.00,RL
7567,-100.00,49,1.00,RL
7568,-100.00,49,1.00,RL
7569,-100.00,49,1.00,RL
7570,-100.00,49,1.00,RL
7571,-100.00,49,1.00,RL
7572,-100.00,49,1.00,RL
7573,-100.00,49,1.00,RL
7574,-100.00,49,1.00,RL
7575,-100.00,49,1.00,RL
7576,-100.00,49,1.00,RL
7577,-100.00,49,1.00,RL
7578,-100.00,49,1.00,RL
7579,-100.00,49,1.00,RL
7580,-100.00,49,1.00,RL
7581,-100.00,49,1.00,RL
7582,-100.00,49,1.00,RL
7583,-100.00,49,1.00,RL
7584,-100.00,49,1.00,RL
7585,-100.00,49,1.00,RL
7586,-100.00,49,1.00,RL
7587,-100.00,49,1.00,RL
7588,-100.00,49,1.00,RL
7589,-100.00,49,1.00,RL
7590,-100.00,49,1.00,RL
7591,-100.00,49,1.00,RL
7592,-100.00,49,1.00,RL
7593,-100.00,49,1.00,RL
7594,-100.00,49,1.00,RL
7595,-100.00,49,1.00,RL
7596,-100.00,49,1.00,RL
7597,-100.00,49,1.00,RL
7598,-100.00,49,1.00,RL
7599,-100.00,49,1.00,RL
7600,-100.00,49,1.00,RL
7601,-100.00,49,1.00,RL
7602,-100.00,49,1.00,RL
7603,-100.00,49,1.00,RL
7604,-100.00,49,1.00,RL
7605,-100.00,49,1.00,RL
7606,-100.00,49,1.00,RL
7607,-100.00,49,1.00,RL
7608,-100.00,49,1.00,RL
7609,-100.00,49,1.00,RL
7610,-100.00,49,1.00,RL
7611,-100.00,49,1.00,RL
7612,-100.00,49,1.00,RL
7613,-100.00,49,1.00,RL
7614,-100.00,49,1.00,RL
7615,-100.00,49,1.00,RL
7616,-100.00,49,1.00,RL
7617,-100.00,49,1.00,RL
7618,-100.00,49,1.00,RL
7619,-100.00,49,1.00,RL
7620,-100.00,49,1.00,RL
7621,-100.00,49,1.00,RL
7622,-100.00,49,1.00,RL
7623,-100.00,49,1.00,RL
7624,-100.00,49,1.00,RL
7625,-100.00,49,1.00,RL
7626,-100.00,49,1.00,RL
7627,-100.00,49,1.00,RL
7628,-100.00,49,1.00,RL
7629,-100.00,49,1.00,RL
7630,-100.00,49,1.00,RL
7631,-100.00,49,1.00,RL
7632,-100.00,49,1.00,RL
7633,-100.00,49,1.00,RL
7634,-100.00,49,1.00,RL
7635,-100.00,49,1.00,RL
7636,-100.00,49,1.00,RL
7637,-100.00,49,1.00,RL
7638,-100.00,49,1.00,RL
7639,-100.00,49,1.00,RL
7640,-100.00,49,1.00,RL
7641,-100.00,49,1.00,RL
7642,-100.00,49,1.00,RL
7643,-100.00,49,1.00,RL
7644,-100.00,49,1.00,RL
7645,-100.00,49,1.00,RL
7646,-100.00,49,1.00,RL
7647,-100.00,49,1.00,RL
7648,-100.00,49,1.00,RL
7649,-100.00,49,1.00,RL
7650,-100.00,49,1.00,RL
7651,-100.00,49,1.00,RL
7652,-100.00,49,1.00,RL
7653,-100.00,49,1.00,RL
7654,-100.00,49,1.00,RL
7655,-100.00,49,1.00,RL
7656,-100.00,49,1.00,RL
7657,-100.00,49,1.00,RL
7658,-100.00,49,1.00,RL
7659,-100.00,49,1.00,RL
7660,-100.00,49,1.00,RL
7661,-100.00,49,1.00,RL
7662,-100.00,49,1.00,RL
7663,-100.00,49,1.00,RL
7664,-100.00,49,1.00,RL
7665,-100.00,49,1.00,RL
7666,-100.00,49,1.00,RL
7667,-100.00,49,1.00,RL
7668,-100.00,49,1.00,RL
7669,-100.00,49,1.00,RL
7670,-100.00,49,1.00,RL
7671,-100.00,49,1.00,RL
7672,-100.00,49,1.00,RL
7673,-100.00,49,1.00,RL
7674,-100.00,49,1.00,RL
7675,-100.00,49,1.00,RL
7676,-100.00,49,1.00,RL
7677,-100.00,49,1.00,RL
7678,-100.00,49,1.00,RL
7679,-100.00,49,1.00,RL
7680,-100.00,49,1.00,RL
7681,-100.00,49,1.00,RL
7682,-100.00,49,1.00,RL
7683,-100.00,49,1.00,RL
7684,-100.00,49,1.00,RL
7685,-100.00,49,1.00,RL
7686,-100.00,49,1.00,RL
7687,-100.00,49,1.00,RL
7688,-100.00,49,1.00,RL
7689,-100.00,49,1.00,RL
7690,-100.00,49,1.00,RL
7691,-100.00,49,1.00,RL
7692,-100.00,49,1.00,RL
7693,-100.00,49,1.00,RL
7694,-100.00,49,1.00,RL
7695,-100.00,49,1.00,RL
7696,-100.00,49,1.00,RL
7697,-100.00,49,1.00,RL
7698,-100.00,49,1.00,RL
7699,-100.00,49,1.00,RL
7700,-100.00,49,1.00,RL
7701,-100.00,49,1.00,RL
7702,-100.00,49,1.00,RL
7703,-100.00,49,1.00,RL
7704,-100.00,49,1.00,RL
7705,-100.00,49,1.00,RL
7706,-100.00,49,1.00,RL
7707,-100.00,49,1.00,RL
7708,-100.00,49,1.00,RL
7709,-100.00,49,1.00,RL
7710,-100.00,49,1.00,RL
7711,-100.00,49,1.00,RL
7712,-100.00,49,1.00,RL
7713,-100.00,49,1.00,RL
7714,-100.00,49,1.00,RL
7715,-100.00,49,1.00,RL
7716,-100.00,49,1.00,RL
7717,-100.00,49,1.00,RL
7718,-100.00,49,1.00,RL
7719,-100.00,49,1.00,RL
7720,-100.00,49,1.00,RL
7721,-100.00,49,1.00,RL
7722,-100.00,49,1.00,RL
7723,-100.00,49,1.00,RL
7724,-100.00,49,1.00,RL
7725,-100.00,49,1.00,RL
7726,-100.00,49,1.00,RL
7727,-100.00,49,1.00,RL
7728,-100.00,49,1.00,RL
7729,-100.00,49,1.00,RL
7730,-100.00,49,1.00,RL
7731,-100.00,49,1.00,RL
7732,-100.00,49,1.00,RL
7733,-100.00,49,1.00,RL
7734,-100.00,49,1.00,RL
7735,-100.00,49,1.00,RL
7736,-100.00,49,1.00,RL
7737,-100.00,49,1.00,RL
7738,-100.00,49,1.00,RL
7739,-100.00,49,1.00,RL
7740,-100.00,49,1.00,RL
7741,-100.00,49,1.00,RL
7742,-100.00,49,1.00,RL
7743,-100.00,49,1.00,RL
7744,-100.00,49,1.00,RL
7745,-100.00,49,1.00,RL
7746,-100.00,49,1.00,RL
7747,-100.00,49,1.00,RL
7748,-100.00,49,1.00,RL
7749,-100.00,49,1.00,RL
7750,-100.00,49,1.00,RL
7751,-100.00,49,1.00,RL
7752,-100.00,49,1.00,RL
7753,-100.00,49,1.00,RL
7754,-100.00,49,1.00,RL
7755,-100.00,49,1.00,RL
7756,-100.00,49,1.00,RL
7757,-100.00,49,1.00,RL
7758,-100.00,49,1.00,RL
7759,-100.00,49,1.00,RL
7760,-100.00,49,1.00,RL
7761,-100.00,49,1.00,RL
7762,-100.00,49,1.00,RL
7763,-100.00,49,1.00,RL
7764,-100.00,49,1.00,RL
7765,-100.00,49,1.00,RL
7766,-100.00,49,1.00,RL
7767,-100.00,49,1.00,RL
7768,-100.00,49,1.00,RL
7769,-100.00,49,1.00,RL
7770,-100.00,49,1.00,RL
7771,-100.00,49,1.00,RL
7772,-100.00,49,1.00,RL
7773,-100.00,49,1.00,RL
7774,-100.00,49,1.00,RL
7775,-100.00,49,1.00,RL
7776,-100.00,49,1.00,RL
7777,-100.00,49,1.00,RL
7778,-100.00,49,1.00,RL
7779,-100.00,49,1.00,RL
7780,-100.00,49,1.00,RL
7781,-100.00,49,1.00,RL
7782,-100.00,49,1.00,RL
7783,-100.00,49,1.00,RL
7784,-100.00,49,1.00,RL
7785,-100.00,49,1.00,RL
7786,-100.00,49,1.00,RL
7787,-100.00,49,1.00,RL
7788,-100.00,49,1.00,RL
7789,-100.00,49,1.00,RL
7790,-100.00,49,1.00,RL
7791,-100.00,49,1.00,RL
7792,-100.00,49,1.00,RL
7793,-100.00,49,1.00,RL
7794,-100.00,49,1.00,RL
7795,-100.00,49,1.00,RL
7796,-100.00,49,1.00,RL
7797,-100.00,49,1.00,RL
7798,-100.00,49,1.00,RL
7799,-100.00,49,1.00,RL
7800,-100.00,49,1.00,RL
7801,-100.00,49,1.00,RL
7802,-100.00,49,1.00,RL
7803,-100.00,49,1.00,RL
7804,-100.00,49,1.00,RL
7805,-100.00,49,1.00,RL
7806,-100.00,49,1.00,RL
7807,-100.00,49,1.00,RL
7808,-100.00,49,1.00,RL
7809,-100.00,49,1.00,RL
7810,-100.00,49,1.00,RL
7811,-100.00,49,1.00,RL
7812,-100.00,49,1.00,RL
7813,-100.00,49,1.00,RL
7814,-100.00,49,1.00,RL
7815,-100.00,49,1.00,RL
7816,-100.00,49,1.00,RL
7817,-100.00,49,1.00,RL
7818,-100.00,49,1.00,RL
7819,-100.00,49,1.00,RL
7820,-100.00,49,1.00,RL
7821,-100.00,49,1.00,RL
7822,-100.00,49,1.00,RL
7823,-100.00,49,1.00,RL
7824,-100.00,49,1.00,RL
7825,-100.00,49,1.00,RL
7826,-100.00,49,1.00,RL
7827,-100.00,49,1.00,RL
7828,-100.00,49,1.00,RL
7829,-100.00,49,1.00,RL
7830,-100.00,49,1.00,RL
7831,-100.00,49,1.00,RL
7832,-100.00,49,1.00,RL
7833,-100.00,49,1.00,RL
7834,-100.00,49,1.00,RL
7835,-100.00,49,1.00,RL
7836,-100.00,49,1.00,RL
7837,-100.00,49,1.00,RL
7838,-100.00,49,1.00,RL
7839,-100.00,49,1.00,RL
7840,-100.00,49,1.00,RL
7841,-100.00,49,1.00,RL
7842,-100.00,49,1.00,RL
7843,-100.00,49,1.00,RL
7844,-100.00,49,1.00,RL
7845,-100.00,49,1.00,RL
7846,-100.00,49,1.00,RL
7847,-100.00,49,1.00,RL
7848,-100.00,49,1.00,RL
7849,-100.00,49,1.00,RL
7850,-100.00,49,1.00,RL
7851,-100.00,49,1.00,RL
7852,-100.00,49,1.00,RL
7853,-100.00,49,1.00,RL
7854,-100.00,49,1.00,RL
7855,-100.00,49,1.00,RL
7856,-100.00,49,1.00,RL
7857,-100.00,49,1.00,RL
7858,-100.00,49,1.00,RL
7859,-100.00,49,1.00,RL
7860,-100.00,49,1.00,RL
7861,-100.00,49,1.00,RL
7862,-100.00,49,1.00,RL
7863,-100.00,49,1.00,RL
7864,-100.00,49,1.00,RL
7865,-100.00,49,1.00,RL
7866,-100.00,49,1.00,RL
7867,-100.00,49,1.00,RL
7868,-100.00,49,1.00,RL
7869,-100.00,49,1.00,RL
7870,-100.00,49,1.00,RL
7871,-100.00,49,1.00,RL
7872,-100.00,49,1.00,RL
7873,-100.00,49,1.00,RL
7874,-100.00,49,1.00,RL
7875,-100.00,49,1.00,RL
7876,-100.00,49,1.00,RL
7877,-100.00,49,1.00,RL
7878,-100.00,49,1.00,RL
7879,-100.00,49,1.00,RL
7880,-100.00,49,1.00,RL
7881,-100.00,49,1.00,RL
7882,-100.00,49,1.00,RL
7883,-100.00,49,1.00,RL
7884,-100.00,49,1.00,RL
7885,-100.00,49,1.00,RL
7886,-100.00,49,1.00,RL
7887,-100.00,49,1.00,RL
7888,-100.00,49,1.00,RL
7889,-100.00,49,1.00,RL
7890,-100.00,49,1.00,RL
7891,-100.00,49,1.00,RL
7892,-100.00,49,1.00,RL
7893,-100.00,49,1.00,RL
7894,-100.00,49,1.00,RL
7895,-100.00,49,1.00,RL
7896,-100.00,49,1.00,RL
7897,-100.00,49,1.00,RL
7898,-100.00,49,1.00,RL
7899,-100.00,49,1.00,RL
7900,-100.00,49,1.00,RL
7901,-100.00,49,1.00,RL
7902,-100.00,49,1.00,RL
7903,-100.00,49,1.00,RL
7904,-100.00,49,1.00,RL
7905,-100.00,49,1.00,RL
7906,-100.00,49,1.00,RL
7907,-100.00,49,1.00,RL
7908,-100.00,49,1.00,RL
7909,-100.00,49,1.00,RL
7910,-100.00,49,1.00,RL
7911,-100.00,49,1.00,RL
7912,-100.00,49,1.00,RL
7913,-100.00,49,1.00,RL
7914,-100.00,49,1.00,RL
7915,-100.00,49,1.00,RL
7916,-100.00,49,1.00,RL
7917,-100.00,49,1.00,RL
7918,-100.00,49,1.00,RL
7919,-100.00,49,1.00,RL
7920,-100.00,49,1.00,RL
7921,-100.00,49,1.00,RL
7922,-100.00,49,1.00,RL
7923,-100.00,49,1.00,RL
7924,-100.00,49,1.00,RL
7925,-100.00,49,1.00,RL
7926,-100.00,49,1.00,RL
7927,-100.00,49,1.00,RL
7928,-100.00,49,1.00,RL
7929,-100.00,49,1.00,RL
7930,-100.00,49,1.00,RL
7931,-100.00,49,1.00,RL
7932,-100.00,49,1.00,RL
7933,-100.00,49,1.00,RL
7934,-100.00,49,1.00,RL
7935,-100.00,49,1.00,RL
7936,-100.00,49,1.00,RL
7937,-100.00,49,1.00,RL
7938,-100.00,49,1.00,RL
7939,-100.00,49,1.00,RL
7940,-100.00,49,1.00,RL
7941,-100.00,49,1.00,RL
7942,-100.00,49,1.00,RL
7943,-100.00,49,1.00,RL
7944,-100.00,49,1.00,RL
7945,-100.00,49,1.00,RL
7946,-100.00,49,1.00,RL
7947,-100.00,49,1.00,RL
7948,-100.00,49,1.00,RL
7949,-100.00,49,1.00,RL
7950,-100.00,49,1.00,RL
7951,-100.00,49,1.00,RL
7952,-100.00,49,1.00,RL
7953,-100.00,49,1.00,RL
7954,-100.00,49,1.00,RL
7955,-100.00,49,1.00,RL
7956,-100.00,49,1.00,RL
7957,-100.00,49,1.00,RL
7958,-100.00,49,1.00,RL
7959,-100.00,49,1.00,RL
7960,-100.00,49,1.00,RL
7961,-100.00,49,1.00,RL
7962,-100.00,49,1.00,RL
7963,-100.00,49,1.00,RL
7964,-100.00,49,1.00,RL
7965,-100.00,49,1.00,RL
7966,-100.00,49,1.00,RL
7967,-100.00,49,1.00,RL
7968,-100.00,49,1.00,RL
7969,-100.00,49,1.00,RL
7970,-100.00,49,1.00,RL
7971,-100.00,49,1.00,RL
7972,-100.00,49,1.00,RL
7973,-100.00,49,1.00,RL
7974,-100.00,49,1.00,RL
7975,-100.00,49,1.00,RL
7976,-100.00,49,1.00,RL
7977,-100.00,49,1.00,RL
7978,-100.00,49,1.00,RL
7979,-100.00,49,1.00,RL
7980,-100.00,49,1.00,RL
7981,-100.00,49,1.00,RL
7982,-100.00,49,1.00,RL
7983,-100.00,49,1.00,RL
7984,-100.00,49,1.00,RL
7985,-100.00,49,1.00,RL
7986,-100.00,49,1.00,RL
7987,-100.00,49,1.00,RL
7988,-100.00,49,1.00,RL
7989,-100.00,49,1.00,RL
7990,-100.00,49,1.00,RL
7991,-100.00,49,1.00,RL
7992,-100.00,49,1.00,RL
7993,-100.00,49,1.00,RL
7994,-100.00,49,1.00,RL
7995,-100.00,49,1.00,RL
7996,-100.00,49,1.00,RL
7997,-100.00,49,1.00,RL
7998,-100.00,49,1.00,RL
7999,-100.00,49,1.00,RL
8000,-100.00,49,1.00,RL
8001,-100.00,49,1.00,RL
8002,-100.00,49,1.00,RL
8003,-100.00,49,1.00,RL
8004,-100.00,49,1.00,RL
8005,-100.00,49,1.00,RL
8006,-100.00,49,1.00,RL
8007,-100.00,49,1.00,RL
8008,-100.00,49,1.00,RL
8009,-100.00,49,1.00,RL
8010,-100.00,49,1.00,RL
8011,-100.00,49,1.00,RL
8012,-100.00,49,1.00,RL
8013,-100.00,49,1.00,RL
8014,-100.00,49,1.00,RL
8015,-100.00,49,1.00,RL
8016,-100.00,49,1.00,RL
8017,-100.00,49,1.00,RL
8018,-100.00,49,1.00,RL
8019,-100.00,49,1.00,RL
8020,-100.00,49,1.00,RL
8021,-100.00,49,1.00,RL
8022,-100.00,49,1.00,RL
8023,-100.00,49,1.00,RL
8024,-100.00,49,1.00,RL
8025,-100.00,49,1.00,RL
8026,-100.00,49,1.00,RL
8027,-100.00,49,1.00,RL
8028,-100.00,49,1.00,RL
8029,-100.00,49,1.00,RL
8030,-100.00,49,1.00,RL
8031,-100.00,49,1.00,RL
8032,-100.00,49,1.00,RL
8033,-100.00,49,1.00,RL
8034,-100.00,49,1.00,RL
8035,-100.00,49,1.00,RL
8036,-100.00,49,1.00,RL
8037,-100.00,49,1.00,RL
8038,-100.00,49,1.00,RL
8039,-100.00,49,1.00,RL
8040,-100.00,49,1.00,RL
8041,-100.00,49,1.00,RL
8042,-100.00,49,1.00,RL
8043,-100.00,49,1.00,RL
8044,-100.00,49,1.00,RL
8045,-100.00,49,1.00,RL
8046,-100.00,49,1.00,RL
8047,-100.00,49,1.00,RL
8048,-100.00,49,1.00,RL
8049,-100.00,49,1.00,RL
8050,-100.00,49,1.00,RL
8051,-100.00,49,1.00,RL
8052,-100.00,49,1.00,RL
8053,-100.00,49,1.00,RL
8054,-100.00,49,1.00,RL
8055,-100.00,49,1.00,RL
8056,-100.00,49,1.00,RL
8057,-100.00,49,1.00,RL
8058,-100.00,49,1.00,RL
8059,-100.00,49,1.00,RL
8060,-100.00,49,1.00,RL
8061,-100.00,49,1.00,RL
8062,-100.00,49,1.00,RL
8063,-100.00,49,1.00,RL
8064,-100.00,49,1.00,RL
8065,-100.00,49,1.00,RL
8066,-100.00,49,1.00,RL
8067,-100.00,49,1.00,RL
8068,-100.00,49,1.00,RL
8069,-100.00,49,1.00,RL
8070,-100.00,49,1.00,RL
8071,-100.00,49,1.00,RL
8072,-100.00,49,1.00,RL
8073,-100.00,49,1.00,RL
8074,-100.00,49,1.00,RL
8075,-100.00,49,1.00,RL
8076,-100.00,49,1.00,RL
8077,-100.00,49,1.00,RL
8078,-100.00,49,1.00,RL
8079,-100.00,49,1.00,RL
8080,-100.00,49,1.00,RL
8081,-100.00,49,1.00,RL
8082,-100.00,49,1.00,RL
8083,-100.00,49,1.00,RL
8084,-100.00,49,1.00,RL
8085,-100.00,49,1.00,RL
8086,-100.00,49,1.00,RL
8087,-100.00,49,1.00,RL
8088,-100.00,49,1.00,RL
8089,-100.00,49,1.00,RL
8090,-100.00,49,1.00,RL
8091,-100.00,49,1.00,RL
8092,-100.00,49,1.00,RL
8093,-100.00,49,1.00,RL
8094,-100.00,49,1.00,RL
8095,-100.00,49,1.00,RL
8096,-100.00,49,1.00,RL
8097,-100.00,49,1.00,RL
8098,-100.00,49,1.00,RL
8099,-100.00,49,1.00,RL
8100,-100.00,49,1.00,RL
8101,-100.00,49,1.00,RL
8102,-100.00,49,1.00,RL
8103,-100.00,49,1.00,RL
8104,-100.00,49,1.00,RL
8105,-100.00,49,1.00,RL
8106,-100.00,49,1.00,RL
8107,-100.00,49,1.00,RL
8108,-100.00,49,1.00,RL
8109,-100.00,49,1.00,RL
8110,-100.00,49,1.00,RL
8111,-100.00,49,1.00,RL
8112,-100.00,49,1.00,RL
8113,-100.00,49,1.00,RL
8114,-100.00,49,1.00,RL
8115,-100.00,49,1.00,RL
8116,-100.00,49,1.00,RL
8117,-100.00,49,1.00,RL
8118,-100.00,49,1.00,RL
8119,-100.00,49,1.00,RL
8120,-100.00,49,1.00,RL
8121,-100.00,49,1.00,RL
8122,-100.00,49,1.00,RL
8123,-100.00,49,1.00,RL
8124,-100.00,49,1.00,RL
8125,-100.00,49,1.00,RL
8126,-100.00,49,1.00,RL
8127,-100.00,49,1.00,RL
8128,-100.00,49,1.00,RL
8129,-100.00,49,1.00,RL
8130,-100.00,49,1.00,RL
8131,-100.00,49,1.00,RL
8132,-100.00,49,1.00,RL
8133,-100.00,49,1.00,RL
8134,-100.00,49,1.00,RL
8135,-100.00,49,1.00,RL
8136,-100.00,49,1.00,RL
8137,-100.00,49,1.00,RL
8138,-100.00,49,1.00,RL
8139,-100.00,49,1.00,RL
8140,-100.00,49,1.00,RL
8141,-100.00,49,1.00,RL
8142,-100.00,49,1.00,RL
8143,-100.00,49,1.00,RL
8144,-100.00,49,1.00,RL
8145,-100.00,49,1.00,RL
8146,-100.00,49,1.00,RL
8147,-100.00,49,1.00,RL
8148,-100.00,49,1.00,RL
8149,-100.00,49,1.00,RL
8150,-100.00,49,1.00,RL
8151,-100.00,49,1.00,RL
8152,-100.00,49,1.00,RL
8153,-100.00,49,1.00,RL
8154,-100.00,49,1.00,RL
8155,-100.00,49,1.00,RL
8156,-100.00,49,1.00,RL
8157,-100.00,49,1.00,RL
8158,-100.00,49,1.00,RL
8159,-100.00,49,1.00,RL
8160,-100.00,49,1.00,RL
8161,-100.00,49,1.00,RL
8162,-100.00,49,1.00,RL
8163,-100.00,49,1.00,RL
8164,-100.00,49,1.00,RL
8165,-100.00,49,1.00,RL
8166,-100.00,49,1.00,RL
8167,-100.00,49,1.00,RL
8168,-100.00,49,1.00,RL
8169,-100.00,49,1.00,RL
8170,-100.00,49,1.00,RL
8171,-100.00,49,1.00,RL
8172,-100.00,49,1.00,RL
8173,-100.00,49,1.00,RL
8174,-100.00,49,1.00,RL
8175,-100.00,49,1.00,RL
8176,-100.00,49,1.00,RL
8177,-100.00,49,1.00,RL
8178,-100.00,49,1.00,RL
8179,-100.00,49,1.00,RL
8180,-100.00,49,1.00,RL
8181,-100.00,49,1.00,RL
8182,-100.00,49,1.00,RL
8183,-100.00,49,1.00,RL
8184,-100.00,49,1.00,RL
8185,-100.00,49,1.00,RL
8186,-100.00,49,1.00,RL
8187,-100.00,49,1.00,RL
8188,-100.00,49,1.00,RL
8189,-100.00,49,1.00,RL
8190,-100.00,49,1.00,RL
8191,-100.00,49,1.00,RL
8192,-100.00,49,1.00,RL
8193,-100.00,49,1.00,RL
8194,-100.00,49,1.00,RL
8195,-100.00,49,1.00,RL
8196,-100.00,49,1.00,RL
8197,-100.00,49,1.00,RL
8198,-100.00,49,1.00,RL
8199,-100.00,49,1.00,RL
8200,-100.00,49,1.00,RL
8201,-100.00,49,1.00,RL
8202,-100.00,49,1.00,RL
8203,-100.00,49,1.00,RL
8204,-100.00,49,1.00,RL
8205,-100.00,49,1.00,RL
8206,-100.00,49,1.00,RL
8207,-100.00,49,1.00,RL
8208,-100.00,49,1.00,RL
8209,-100.00,49,1.00,RL
8210,-100.00,49,1.00,RL
8211,-100.00,49,1.00,RL
8212,-100.00,49,1.00,RL
8213,-100.00,49,1.00,RL
8214,-100.00,49,1.00,RL
8215,-100.00,49,1.00,RL
8216,-100.00,49,1.00,RL
8217,-100.00,49,1.00,RL
8218,-100.00,49,1.00,RL
8219,-100.00,49,1.00,RL
8220,-100.00,49,1.00,RL
8221,-100.00,49,1.00,RL
8222,-100.00,49,1.00,RL
8223,-100.00,49,1.00,RL
8224,-100.00,49,1.00,RL
8225,-100.00,49,1.00,RL
8226,-100.00,49,1.00,RL
8227,-100.00,49,1.00,RL
8228,-100.00,49,1.00,RL
8229,-100.00,49,1.00,RL
8230,-100.00,49,1.00,RL
8231,-100.00,49,1.00,RL
8232,-100.00,49,1.00,RL
8233,-100.00,49,1.00,RL
8234,-100.00,49,1.00,RL
8235,-100.00,49,1.00,RL
8236,-100.00,49,1.00,RL
8237,-100.00,49,1.00,RL
8238,-100.00,49,1.00,RL
8239,-100.00,49,1.00,RL
8240,-100.00,49,1.00,RL
8241,-100.00,49,1.00,RL
8242,-100.00,49,1.00,RL
8243,-100.00,49,1.00,RL
8244,-100.00,49,1.00,RL
8245,-100.00,49,1.00,RL
